,PRODUCTO,TIENDA,TIPO_TIENDA,MUNICIPIO,ESTADO,INCUMPLIMIENTO
145,ARTICULOS PARA BEBE,WALDOïS DOLAR MART DE MEXICO S  DE R.L. DE C.V.,BODEGA FISCAL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
146,BEBIDAS,WALDOïS DOLAR MART DE MEXICO S  DE R.L. DE C.V.,BODEGA FISCAL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
147,DULCES Y GOLOSINAS,DULCERIA EL MOLINO,DULCERIA,TECATE,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
148,PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
149,TEQUILA,MOTEL VIA,MOTEL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
150,TEQUILA,SERVICIOS DE HOTELERIA EL SOLER S.A. DE C.V.,HOTEL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
151,WHISKY ESCOCES,SERVICIOS DE HOTELERIA EL SOLER S.A. DE C.V.,HOTEL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
152,LICOR,MOTEL VILLA DORADA,HOTEL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
153,TEQUILA,MOTEL VILLA DORADA,HOTEL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
154,RON,MOTEL ENSUEÑO,HOTEL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
155,TEQUILA,MOTEL ENSUEÑO,HOTEL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
156,WHISKY ESCOCES,MOTEL BALANDRA,HOTEL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
157,WHISKY ESCOCES,MOTEL SCALA,HOTEL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
158,SUPLEMENTO ALIMENTICIO,FARMACIA GUSHER S.A. DE C.V.,FARMACIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
159,SUPLEMENTO ALIMENTICIO,FARMACIA GUSHER  S.A. DE C.V.,FARMACIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
160,VODKA,REYES SALON CANTINA TJ,BAR,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
161,PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
162,ATUN,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
163,PRODUCTOS ALIMENTICIOS,PESCADERIA LAS PLAYAS,PESCADOS Y MARISCOS,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
164,ATUN,ABARROTES Y CARNICERIA JORGE,CARNICERIA,ROSARITO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
165,PRODUCTOS ALIMENTICIOS,MERCADO Y CARNICERIA EL MAIKY,ABARROTES,ROSARITO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
166,ATUN,MERCADO Y CARNICERIA EL MAIKY,ABARROTES,ROSARITO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
167,PRODUCTOS ALIMENTICIOS,MERCADO EMILIA # 1,MERCADO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
168,ATUN,MERCADO EMILIA # 1,MERCADO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
169,PRODUCTOS ALIMENTICIOS,MERCADO DIAZ,MERCADO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
170,ATUN,MERCADO DIAZ,MERCADO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
171,PRODUCTOS ALIMENTICIOS,MERCADO BENYS Y/O RODRIGUEZ VALENCIA BENITO,MERCADO,TIJUANA,BAJA CALIFORNIA,Producto Caducado
172,CERVEZA,SUSHI FACTORY S.A. DE C.V.,RESTAURANTE,TIJUANA,BAJA CALIFORNIA,Carece de la lista de ingredientes
173,ATUN,MERCADO MINERVA II,MERCADO,ENSENADA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
174,ATUN,BODEGA AURRERA QUINTAS DEL REFUGIO,TIENDA DEPARTAMENTAL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
175,LENCERIA,SEXY ROSA BOUTIQUE,BOUTIQUE,TIJUANA,BAJA CALIFORNIA,Carece de nombre y domicilio fiscal del fabricante o importador
176,PRESERVATIVOS,SEXY ROSA BOUTIQUE,BOUTIQUE,TIJUANA,BAJA CALIFORNIA,Carece del nombre o denominacion generica del producto
177,PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,TIENDA DE AUTOSERVICIO,ENSENADA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
178,ATUN,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,TIENDA DE AUTOSERVICIO,ENSENADA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
179,PRODUCTOS ALIMENTICIOS,EMPRESAS MARIA LUISA S. DE R.L. DE C.V.,ABARROTES,ENSENADA,BAJA CALIFORNIA,Carece de toda informacion comercial  en el producto
180,PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA  S.A. DE C.V. ( SUCURSAL FLORIDO),TIENDA DE AUTOSERVICIO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
181,PRODUCTOS ALIMENTICIOS,CALIMAX SANCHEZ TABOADA,MINI SUPER,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
182,ATUN,CALIMAX SANCHEZ TABOADA,MINI SUPER,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
183,PRODUCTOS ALIMENTICIOS,CASA LEY  S.A DE C.V.,MINI SUPER,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
184,ATUN,CASA LEY  S.A DE C.V.,MINI SUPER,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
185,PAN,BODEGA AURRERA UNIDAD  DELICIAS,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,TIJUANA,BAJA CALIFORNIA,Carece de toda informacion comercial  en el producto
186,PRODUCTOS ALIMENTICIOS,SMART & FINAL SUCURSAL 521,MERCADO,TIJUANA,BAJA CALIFORNIA,Ostenta el Pais de Origen en Idioma Distinto al Espa¤ol
187,PRODUCTOS ALIMENTICIOS,BODEGA AURRERA UNIDAD EL  AGUILA,TIENDA DE AUTOSERVICIO,TIJUANA,BAJA CALIFORNIA,No indica veracidad de la informaci¢n comercial
188,PRODUCTOS ALIMENTICIOS,CALIMAX CETYS,MINI SUPER,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
189,ATUN,CALIMAX CETYS,MINI SUPER,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
190,PRODUCTOS ALIMENTICIOS,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
191,ATUN,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
192,ATUN,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
193,PRODUCTOS ALIMENTICIOS,CASA LEY S.A. DE C.V.,TIENDA DE AUTOSERVICIO,TIJUANA,BAJA CALIFORNIA,Ostenta la informaci¢n comercial en idioma distinto al Espa¤ol
194,PRODUCTOS ALIMENTICIOS,CALIMAX SAN QUINTIN,TIENDA DE AUTOSERVICIO,ENSENADA,BAJA CALIFORNIA,La informaci¢n  nutrimental  se encuentra en otro idioma distinto al espa¤ol
195,VINO,RESTAURANT MISION SANTA ISABEL,RESTAURANTE,ENSENADA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
196,PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,ENSENADA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
197,ATUN,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,ENSENADA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
198,PRODUCTOS ALIMENTICIOS,MERCADO V Y M,MERCADO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
199,PRODUCTOS ALIMENTICIOS,CARNE MART SUCURSAL TECATE,CARNICERIA,TECATE,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
200,PRODUCTOS ALIMENTICIOS,LA CENTRAL DE SODA,ALMACEN GENERAL,TECATE,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
201,PRODUCTOS ALIMENTICIOS,MERCADO ALFER,ABARROTES,ENSENADA,BAJA CALIFORNIA,Producto Caducado
202,PRODUCTOS ALIMENTICIOS,CIRCULO K VALLE LAS PALMAS,TIENDAS DE CONVENIENCIA,TIJUANA,BAJA CALIFORNIA,Carece de fecha de caducidad
203,LICOR,PUERTO NUEVO HOTEL Y VILLAS  Y/O DESARROLLOS EDD S.A. DE C.V.,HOTEL,ROSARITO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
204,VINO,ITALIANNIS,RESTAURANT-BAR,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
205,LLANTAS PARA AUTOMOVILES,COSTCO DE MEXICO S.A. DE C.V.,LAVADO Y ENGRASADO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
206,PRENDAS DE VESTIR,SPORTS FAN,ROPA DEPORTIVA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
207,ZAPATOS,LOB FOOTWEAR  S.A. DE C.V.,ZAPATERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
208,TEQUILA,JACAïS TEQUILERIA Y TAPAS,BAR,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
209,WHISKY,JACAïS TEQUILERIA Y TAPAS,BAR,TIJUANA,BAJA CALIFORNIA,Induce a error o confusion al consumidor con respecto a la naturaleza y caracteristicas del producto
210,PRODUCTOS ALIMENTICIOS,BODEGON ROSALES,ABARROTERA,TIJUANA,BAJA CALIFORNIA,La informaci¢n  nutrimental  se encuentra en otro idioma distinto al espa¤ol
211,PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL CHARAL,CENTRALES DE ABASTO,TIJUANA,BAJA CALIFORNIA,Producto Caducado
212,PRODUCTOS ALIMENTICIOS,RAMTONIO DULCERIA,DULCERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
213,PRODUCTOS ALIMENTICIOS,MERCADO Y CARNICERIA AL COSTO,ABARROTES,TIJUANA,BAJA CALIFORNIA,Producto Caducado
214,PRENDAS DE VESTIR,BOUTIQUE LA ROPA,ROPA PARA DAMA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
215,ZAPATOS,ZAPATERIA 3 HERMANOS Y/O TIRIOZA S.A DE C.V.,ZAPATERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
216,ZAPATOS,ZAPATERIA ESTRELLA NIÑOS,ZAPATERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
217,PRODUCTOS ALIMENTICIOS,DULCERIA EL COMPADRE,DULCERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
218,DULCES Y GOLOSINAS,DULCERIA ADILENE,DULCES Y CHOCOLATES,ROSARITO,BAJA CALIFORNIA,Carece de leyenda : No etiquetado para su venta Individual
219,DULCES Y GOLOSINAS,DULCERIA PENINSULAR,DULCERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
220,DULCES Y GOLOSINAS,DULCERIA EL COMPADRE,DULCERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
221,PRODUCTOS ALIMENTICIOS,DULCERIA EL CHATO,DULCERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
222,DULCES Y GOLOSINAS,DULCERIA AYALA,DULCERIA,ROSARITO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
223,PRODUCTOS ALIMENTICIOS,ALIMENTOS FINOS AILED  S. DE R.L. DE C.V.,ABARROTERA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
224,PRODUCTOS ALIMENTICIOS,SUPER CARNICERIA Y FRUTERIA EL LIMOSIN,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
225,PRODUCTOS ALIMENTICIOS,MERCADO SAUCEDO,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
226,PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL RORRO,ALMACEN GENERAL,TIJUANA,BAJA CALIFORNIA,Producto Caducado
227,PRODUCTOS ALIMENTICIOS,MINI MARKET NAVSON,ABARROTES,TIJUANA,BAJA CALIFORNIA,Carece de veracidad en informaci¢n
228,PRODUCTOS ALIMENTICIOS,MERCADO BRISMA  S.A.,MERCADO,TIJUANA,BAJA CALIFORNIA,Producto Caducado
229,PRODUCTOS ALIMENTICIOS,MERCADO  Y CARNICERIA REFORMA,ABARROTES,TIJUANA,BAJA CALIFORNIA,No indica veracidad de la informaci¢n comercial
230,PRODUCTOS ALIMENTICIOS,MERCADO LA VILLITA Y/O SILVIA GONZALEZ,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
231,WHISKY ESCOCES,PAMPAS RESTAURANTE DO BRASIL,RESTAURANTE,ENSENADA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
232,PRENDAS DE VESTIR,RESULTA & RESALTA,BOUTIQUE,TIJUANA,BAJA CALIFORNIA,Ostenta la informacion comercial en idioma distinto al español
233,DULCES Y GOLOSINAS,PAPELERIA Y DULCERIA JUVERA,DULCES Y CHOCOLATES,ROSARITO,BAJA CALIFORNIA,Carece de veracidad en informaci¢n
234,DULCES Y GOLOSINAS,SUPER DULCES,DULCERIA,TIJUANA,BAJA CALIFORNIA,Producto Caducado
235,DULCES Y GOLOSINAS,RAMTONIO DULCERIAS,DULCERIA,ROSARITO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
236,PRENDAS DE VESTIR,SKANDALOS BOUTIQUE,BOUTIQUE,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
237,DULCES Y GOLOSINAS,DULCERIA ARCOIRIS,DULCERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
238,DULCES Y GOLOSINAS,FRUTERIA Y DULCERIA HUICHO,FRUTAS,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
239,DULCES Y GOLOSINAS,DULCERIA DON TIMO,DULCERIA,TIJUANA,BAJA CALIFORNIA,Ostenta la fecha de caducidad en forma ilegible
240,VINO,CABANNA,BAR,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
241,WHISKY ESCOCES,RESTAURANT EL RODEO,RESTAURANTE,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
242,VINO TINTO,FONDA ARGENTINA S.A. DE C.V.,RESTAURANTE,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
243,WHISKY ESCOCES,APPLEBEEïS ROSARITO,RESTAURANT-BAR,ROSARITO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
244,DULCES Y GOLOSINAS,DULCERIA DON MAX,DULCERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
245,PRENDAS DE VESTIR,SKANDALOS BOUTIQUE,BOUTIQUE,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
246,ACCESORIOS DE VESTIR,OK ACCESORIES,NOVEDADES Y FANTASIAS,TIJUANA,BAJA CALIFORNIA,Carece de la informaci¢n comercial obligatoria en idioma espa¤ol
247,PRODUCTOS ALIMENTICIOS,AUTOSERVICIO EL ANDARIEGO,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
248,PRODUCTOS ALIMENTICIOS,MERCADO SAN SEBASTIAN,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
249,PRODUCTOS ALIMENTICIOS,ABARROTES Y CARNICERIA LAS GUERITAS,CARNICERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
250,PRODUCTOS ALIMENTICIOS,TORTILLERIA MORA,TORTILLERIA,TIJUANA,BAJA CALIFORNIA,Producto Caducado
251,PRODUCTOS ALIMENTICIOS,AUTO SERVICIO OJEDA,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
252,PRODUCTOS ALIMENTICIOS,MERCADO LAS GRANJAS,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
253,PRODUCTOS ALIMENTICIOS,ABARROTES JARDIN 2,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
254,MEDICAMENTOS,FARMACIAS GUSHER,FARMACIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
255,PRODUCTOS ALIMENTICIOS,MERCADO GARZAS,MERCADO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
256,PRODUCTOS ALIMENTICIOS,ABARROTES PAOLA,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
257,PRODUCTOS ALIMENTICIOS,ABARROTES CACHANILLA,ABARROTES,ROSARITO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
258,PRODUCTOS ALIMENTICIOS,IMPORTADORA Y DISTRIBUIDORA LA CANASTA S. DE R.L. DE C.V.,CARNICERIA,ROSARITO,BAJA CALIFORNIA,Carece de fecha de caducidad
259,PRODUCTOS ALIMENTICIOS,MERCADO CASABLANCA,MERCADO,TIJUANA,BAJA CALIFORNIA,Producto Caducado
260,PRODUCTOS ALIMENTICIOS,MERCADO VISTA MAR,ABARROTES,ROSARITO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
261,PRODUCTOS ALIMENTICIOS,MERCADO EL AHORRO,ABARROTES,ROSARITO,BAJA CALIFORNIA,Producto Caducado
262,PRODUCTOS ALIMENTICIOS,MERCADO HECTORS,MERCADO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
263,PRODUCTOS ALIMENTICIOS,CARNICERIA CASTILLO,CARNICERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
264,PRODUCTOS ALIMENTICIOS,CARNICERIA LOMAS,CARNICERIA,TIJUANA,BAJA CALIFORNIA,Producto Caducado
265,PRODUCTOS ALIMENTICIOS,MINIMERCADO Y CARNICERIA LA ESCONDIDA,CARNICERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
266,PRENDAS DE VESTIR,HIGH LIFE DE TIJUANA  S.A. DE C.V.,PRENDAS DE VESTIR,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
267,PRODUCTOS LACTEOS,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
268,LLANTAS PARA AUTOMOVILES,COSTCO DE MEXICO S.A. DE C.V.,LAVADO Y ENGRASADO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
269,PRODUCTOS ALIMENTICIOS,MERCADO LA ESMERALDA,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
270,PRODUCTOS ALIMENTICIOS,CARNICERIA Y FRUTERIA MI TIJUANA,CARNICERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
271,PRODUCTOS ALIMENTICIOS,SUPERMERCADO EL DORADO,MERCADO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
272,PRODUCTOS ALIMENTICIOS,COMERDCIALIZADORA KIN,DULCES Y CHOCOLATES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
273,PRODUCTOS ALIMENTICIOS,ABARROTES LESLY,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
274,PRODUCTOS ALIMENTICIOS,ABARROTES VILLA DEL REAL,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
275,PRODUCTOS ALIMENTICIOS,MERCADO 5 HERMANOS S.A. DE C.V.,MERCADO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
276,DULCES Y GOLOSINAS,DULCERIA ARCOIRIS,DULCERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
277,PRODUCTOS ALIMENTICIOS,MERCADO LAS GRANJAS,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
278,JOYERIA,TATIANAïS CURIOS,ARTESANIAS,ENSENADA,BAJA CALIFORNIA,Carece de logotipo del fabricante
279,JOYERIA,CURIOS LA MINA DE TAXCO,JOYERIA,ENSENADA,BAJA CALIFORNIA,Carece de logotipo del fabricante
280,ACCESORIOS P/ TELEFONO CELULAR,ANDROID STORE COMMUNICATIONS,TELEFONIA CELULAR,TIJUANA,BAJA CALIFORNIA,Carece de la informacion comercial obligatoria en idioma español
281,JOYERIA,RULEïS  PLACE,JOYERIA,ENSENADA,BAJA CALIFORNIA,Carece de logotipo del fabricante
282,JOYERIA,CURIOS RUBENS,JOYERIA,ENSENADA,BAJA CALIFORNIA,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
283,DULCES Y GOLOSINAS,MEGA DULCES,DULCES Y CHOCOLATES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
284,PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA  S.A. DE C.V. (SUCURSAL- RIO),PLAZA COMERCIAL,TIJUANA,BAJA CALIFORNIA,Carece de veracidad en informaci¢n
285,PRODUCTOS ALIMENTICIOS,COMERCIALIZADORA DE ALIMENTOS EL MAYA,ABARROTERA,TIJUANA,BAJA CALIFORNIA,Carece de fecha de caducidad
286,PRODUCTOS ALIMENTICIOS,SMART & FINAL DEL NOROESTE S.A. DE C.V.,MERCADO,TIJUANA,BAJA CALIFORNIA,No indica veracidad de la informaci¢n comercial
287,PRODUCTOS ALIMENTICIOS,CASA CHAPA,ABARROTERA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
288,PRODUCTOS ALIMENTICIOS,MERCADO PARIS,MERCADO,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
289,PRODUCTOS ALIMENTICIOS,ABARROTES NANCY,ABARROTES,TIJUANA,BAJA CALIFORNIA,Producto Caducado
290,PRODUCTOS ALIMENTICIOS,MERCADO MONTES,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
291,PRODUCTOS ALIMENTICIOS,ABARROTES SALVATIERRA,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
292,PRODUCTOS ALIMENTICIOS,ABARROTES COSIO,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
293,PRODUCTOS ALIMENTICIOS,CARNICERIA TIJUANA Y/O GUSTAVO REYES CANIZALES,CARNICERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
294,DULCES Y GOLOSINAS,DULCERIA LA PIÑATA,DULCERIA,TIJUANA,BAJA CALIFORNIA,Carece de toda informacion comercial  en el producto
295,PRODUCTOS ALIMENTICIOS,DULCERIA VILLA NUEVAS,DULCERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
296,DULCES Y GOLOSINAS,DULCERIA LA  CANASTA,DULCERIA,TIJUANA,BAJA CALIFORNIA,Carece de fecha de caducidad
297,DULCES Y GOLOSINAS,DULCERIA JUNIOR,DULCES Y CHOCOLATES,TIJUANA,BAJA CALIFORNIA,No indica veracidad de la informaci¢n comercial
298,DULCES Y GOLOSINAS,COMERCIALIZADORA KIN,DULCES Y CHOCOLATES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
299,ARTICULOS DE PLATA,BAJAS JEWELS,JOYERIA,ROSARITO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
300,ARTICULOS DE PLATA,CREACIONES JOYERIA PADILLA,JOYERIA,ROSARITO,BAJA CALIFORNIA,Carece de la  cantidad numerica que indique  la ley del metal
301,JOYERIA,ALEXANDER JOYEROS,JOYERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
302,ARTICULOS DE PLATA,JOYERIA GEMA,JOYERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
303,ARTICULOS DE PLATA,JOYERIA Y REGALOS MONTE CARLO,JOYERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
304,ARTICULOS DE PLATA,HILTON JOYERIAS,JOYERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
305,ARTICULOS DE PLATA,JOYERIA MONTECARLO,JOYERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
306,ARTICULOS DE PLATA,JOYERIA MONTECARLO,JOYERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
307,ARTICULOS DE PLATA,JOYERIA SANDOVAL,JOYERIA,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
308,PRODUCTOS ALIMENTICIOS,EL TRIUNFO,ABARROTES,TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
